,店內開盒遊戲列表,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
中文名稱,注音索引,英文名稱,語言版本,遊戲人數,放置櫃位,BGG玩家評分,BGG建議最佳人數,BGG遊戲時間(分鐘),BGG遊戲難度,BGG連結,所有人,店內熱門,定價,租金,分類,標籤1,標籤2,標籤3,貼紙,圖片,教學,出處,玩家模式,遊戲簡介
夢想家園 ,ㄇ,Dream Home,中,2-4,A4,6.9,3-4,30,1.67,https://boardgamegeek.com/boardgame/194880/dream-home,烏嘎嘎,,,,小品,,,,綠色,,,,動腦,
五彩貧民窟,ㄨ,Favelas,中,2-4,A4,6.4,N/A,30-45,1.71,https://boardgamegeek.com/boardgame/230591/favelas,烏嘎嘎,,950,100,策略,輕策,,,綠色,v,,,動腦,
骰子街：百萬富翁,ㄕ,Machi Koro: Millionaire's Row,中,2-4,A4,6.8,2-4,30,1.77,https://boardgamegeek.com/boardgame/160154/machi-koro-millionaires-row ,烏嘎嘎,,,,策略,輕策,運氣,純卡牌Combo,綠色,,,,動腦,
珊瑚物語,ㄕ,Reef,中,2-4,A4,7.1,N/A,30-45,1.81,https://boardgamegeek.com/boardgame/244228/reef,烏嘎嘎,,1350,150,策略,輕策,,,綠色,v,https://youtu.be/d9pxv7PmFtE?si=y3BarM9YSWFdB9yE,逸馬的桌遊小教室,動腦,
花磚物語,ㄏ,Azul,英,2-4,A4,8,2,30-45,1.84,https://boardgamegeek.com/boardgame/230802/azul,烏嘎嘎,v,1350,150,策略,輕策,,,綠色,v,https://youtu.be/Z7T1xRYpTsk?si=nfpb-_UCY4XoI4_n,勃根地桌遊,動腦,
星球防衛者,ㄒ,Planet Defenders,中,2-4,A4,6.8,4,30-60,2,https://boardgamegeek.com/boardgame/204879/planet-defenders ,烏嘎嘎,,990,100,策略,輕策,,,綠色,v,,,動腦,
花磚物語2：琉璃之光,ㄏ,Azul: Stained Glass of Sintra,英,2-4,A4,7.4,3,30-45,2.01,https://boardgamegeek.com/boardgame/256226/azul-stained-glass-sintra,烏嘎嘎,,1350,150,策略,輕策,,,綠色,v,https://youtu.be/j3IreDDvrFM?si=FlVlucV67zRefffa,勃根地桌遊,超燒腦,
花磚物語3：夏日行宮,ㄏ,Azul: Summer Pavilion,中,2-4,A4,7.7,2-3,30-45,2.04,https://boardgamegeek.com/boardgame/287954/azul-summer-pavilion,烏嘎嘎,,,,策略,輕策,,,綠色,,https://youtu.be/9w9DE9ydUaA?si=jjrE6nq60Y1iH3Hp,逸馬的桌遊小教室,超燒腦,
神殿試煉,ㄕ,Trial of the Temples,中,2-4,A4,6.9,3,30-60,2.5,https://boardgamegeek.com/boardgame/274363/trial-temples,烏嘎嘎,,990,100,策略,輕策,,,綠色,v,https://youtu.be/1j4MdnNwXEM?si=_7U-ZFaDsJ5L4f0E,勃根地桌遊,超燒腦,
電力世界,ㄉ,Electropolis,中,2-4,A4,7.3,3,50-70,2.6,https://boardgamegeek.com/boardgame/286431/electropolis,烏嘎嘎,,1160,150,策略,輕策,,,黃色,v,,,超燒腦,
群星,ㄑ,Stellium,中,2-4,A4,6.6,3,30-60,2.47,https://boardgamegeek.com/boardgame/220628/stellium,烏嘎嘎,,,,策略,輕策,,,綠色,,https://youtu.be/95Zrt-ZDk1g?si=OPt5bv5SNMAEl4tb,逸馬的桌遊小教室,動腦,
遺忘之都,ㄧ,The Forgotten City,中,2-4,A4,6.1,4,60-90,3.25,https://boardgamegeek.com/boardgame/260212/forgotten-city,烏嘎嘎,,1080,150,策略,中策,,,黃色,v,https://youtu.be/XKei6377fSI?si=IDKhfTE2IzgxT1Ei,逸馬的桌遊小教室,超燒腦,
鐵道任務：倫敦,ㄊ,Ticket to Ride: London,英,2-4,A5,7.2,3,10-15,1.29,https://boardgamegeek.com/boardgame/276894/ticket-ride-london,烏嘎嘎,,850,100,策略,輕策,,,綠色,v,,,動腦,
大阪商人,ㄉ,Traders of Osaka,英,2-4,A5,6.9,2,30,2.04,https://boardgamegeek.com/boardgame/24827/traders-osaka,烏嘎嘎,,,,策略,輕策,,,綠色,,,,動腦,
四季物語,ㄙ,Seasons,中,2-4,A5,7.5,2,60,2.77,https://boardgamegeek.com/boardgame/108745/seasons,烏嘎嘎,,,,策略,中策,,,綠色,,https://youtu.be/w8mBcNouACs?si=DlafLOveDYb29hgu,勃根地桌遊,超燒腦,
圖爾奈,ㄊ,Tournay,英,2-4,B1,7.1,2,30-60,2.89,https://boardgamegeek.com/boardgame/105037/tournay,烏嘎嘎,,,,策略,中策,,,黃色,,,,動腦,
慘劇,ㄘ,Tragedy Looper,日,2-4,B1,7.3,4,120,3.45,https://boardgamegeek.com/boardgame/148319/tragedy-looper,烏嘎嘎,,,,策略,重策,,,紅色,,,,超燒腦,
特魯瓦,ㄊ,Troyes,中,2-4,B1,7.8,3,90,3.46,https://boardgamegeek.com/boardgame/73439/troyes,烏嘎嘎,,,,策略,中策,,,黃色,,,,超燒腦,
人類起源,ㄖ,Origin,英,2-4,B2,6.8,4,45-60,2.14,https://boardgamegeek.com/boardgame/127095/origin,烏嘎嘎,,,,策略,輕策,,,黃色,,,,動腦,
極樂世界,ㄐ,Elysium,英,2-4,H2,7.3,3,60,2.79,https://boardgamegeek.com/boardgame/163968/elysium,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
萬能天神,ㄨ,Deus,德,2-4,H2,7.3,3,60-90,2.85,https://boardgamegeek.com/boardgame/162082/deus,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
恆河王侯,ㄏ,Rajas of the Ganges,中,2-4,B2,7.7,4,45-75,2.89,https://boardgamegeek.com/boardgame/220877/rajas-ganges,烏嘎嘎,,,,策略,,,,黃色,,,,超燒腦,
五大部落,ㄨ,Five Tribes,英,2-4,B2,7.8,N/A,40-80,2.9,https://boardgamegeek.com/boardgame/157354/five-tribes,烏嘎嘎,,,,策略,,,,黃色,,,,超燒腦,
我的村莊,ㄨ,My Village,英,2-4,B2,7.1,2,60-90,3.07,https://boardgamegeek.com/boardgame/172381/my-village,烏嘎嘎,,1890,200,策略,中策,,,黃色,v,,,超燒腦,
村莊,ㄘ,Village,中,2-4,B2,7.6,4,60-90,3.08,https://boardgamegeek.com/boardgame/104006/village,烏嘎嘎,,2950,300,策略,中策,,,黃色,v,,,超燒腦,
夢幻樹屋,ㄇ,Best Treehouse Ever,中,2-4,J7,6.7,4,20,1.43,https://boardgamegeek.com/boardgame/171890/best-treehouse-ever ,烏嘎嘎,,,,策略,輕策,,,綠色,,,,動腦,
快閃冰淇淋,ㄎ,Go Go Gelato,中,2-4,B5,6.5,3-4,15,1,https://boardgamegeek.com/boardgame/217553/go-go-gelato ,烏嘎嘎,,,,兒童,,,,綠色,,,,輕鬆,
冰酷企鵝,ㄅ,Ice Cool,中,2-4,B5,6.9,4,20,1.02,https://boardgamegeek.com/boardgame/177524/ice-cool,烏嘎嘎,,,,兒童,,,,綠色,,,,輕鬆,
蟑螂捕手,ㄓ,Bugs in the Kitchen,中,2-4,B5,6.3,4,15-20,1.05,https://boardgamegeek.com/boardgame/137909/bugs-kitchen,烏嘎嘎,,1690,200,兒童,,,,綠色,v,,,輕鬆,
動物泛舟,ㄉ,Zoowaboo,中,2-4,B5,6.4,4,20-30,1.05,https://boardgamegeek.com/boardgame/40935/zoowaboo ,烏嘎嘎,,,,兒童,,,,綠色,,,,輕鬆,
綿羊爭牧場,ㄇ,Battle Sheep,中,2-4,B5,6.7,4,15,1.51,https://boardgamegeek.com/boardgame/54137/battle-sheep ,烏嘎嘎,,,,抽象,棋類,,,綠色,,https://youtu.be/xSAXdW2II90?si=srMqkujbaC8Wfa5e,勃根地桌遊,動腦,
魔幻森林,ㄊ,Woodlands,中,2-4,B5,6.7,N/A,20-40,1.82,https://boardgamegeek.com/boardgame/247313/woodlands,烏嘎嘎,,1390,150,兒童,,,,綠色,v,,,輕鬆,
水果莊園,ㄕ,Finca,中,2-4,C1,7.1,2-4,45,2.08,https://boardgamegeek.com/boardgame/40628/finca,孟維,,,,策略,輕策,,,綠色,,,,動腦,
時間守望：面具之下,ㄕ,T.I.M.E Stories: Under the Mask,英,2-4,C1,7.5,4,90,2.3,https://boardgamegeek.com/boardgameexpansion/189686/time-stories-under-mask,烏嘎嘎,,,,解謎,,,,綠色,,,,超燒腦,
時間守望：龍之預言,ㄕ,T.I.M.E Stories: A Prophecy of Dragons,英,2-4,C1,7.8,4,90-180,2.57,https://boardgamegeek.com/boardgame/189035/time-stories-prophecy-dragons,烏嘎嘎,,,,解謎,,,,綠色,,,,超燒腦,
時間守望：瑪茜疑案,ㄕ,T.I.M.E Stories: The Marcy Case,英,2-4,C1,7.7,4,60-90,2.59,https://boardgamegeek.com/boardgameexpansion/180585/time-stories-marcy-case,烏嘎嘎,,,,解謎,,,,綠色,,,,超燒腦,
時間守望,ㄕ,T.I.M.E Stories,英,2-4,C1,7.9,4,90-240,2.66,https://boardgamegeek.com/boardgame/146508/time-stories,烏嘎嘎,,1200,150,解謎,,,,綠色,v,,,超燒腦,
德爾斐神諭,ㄉ,The Oracle of Delphi,中,2-4,C1,7.4,3-4,70-100,2.98,https://boardgamegeek.com/boardgame/193558/oracle-delphi,烏嘎嘎,,1890,200,策略,,,,紅色,v,,,超燒腦,
兩河流域,ㄌ,Tigris & Euphrates,英,2-4,C1,7.7,4,90,3.53,https://boardgamegeek.com/boardgame/42/tigris-euphrates,孟維,,,,策略,,,,紅色,,,,超燒腦,
方格都市：公共設施,ㄈ,Quadropolis: Public Services,英,2-4,C2,7.6,N/A,30-60,2,https://boardgamegeek.com/boardgame/219618/quadropolis-public-services,烏嘎嘎,,,,策略,,,,綠色,,,,動腦,
方格都市,ㄈ,Quadropolis,中,2-4,C2,7.4,4,30-60,2.22,https://boardgamegeek.com/boardgame/176396/quadropolis ,烏嘎嘎,,,,策略,,,,綠色,,,,動腦,
翠嶼秘境,ㄘ,Inis,中,2-4,C2,7.8,2-4,60-90,2.94,https://boardgamegeek.com/boardgame/155821/inis,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
科英布拉,ㄎ,Coimbra,中,2-4,C2,7.7,3,60-90,3.27,https://boardgamegeek.com/boardgame/245638/coimbra,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
大西部之路,ㄉ,Great Western Trail,中,2-4,C2,8.3,3,75-150,3.71,https://boardgamegeek.com/boardgame/193738/great-western-trail,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
蒙巴薩,ㄇ,Mombasa,中,2-4,C2,8,4,75-150,3.88,https://boardgamegeek.com/boardgame/172386/mombasa,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
椰子猴王,ㄧ,Coconuts,中,2-4,C3,7.1,4,20,1.05,https://boardgamegeek.com/boardgame/145639/coconuts,烏嘎嘎,,750,100,兒童,,,,綠色,v,,,輕鬆,
頭等艙列車,ㄊ,First Class,中,2-4,C3,7.6,4,60,2.73,https://boardgamegeek.com/boardgame/206941/first-class ,烏嘎嘎,,,,策略,,,,黃色,,,,超燒腦,
情迷穆拉諾,ㄇ,Murano,英,2-4,C3,7.3,N/A,60-75,2.74,https://boardgamegeek.com/boardgame/163413/murano ,烏嘎嘎,,,,策略,,,,黃色,,,,超燒腦,
萬能天神：埃及,ㄨ,Deus: Egypt,德,2-4,C3,7.7,3,60-90,3,https://boardgamegeek.com/boardgameexpansion/201609/deus-egypt,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
奧爾良,ㄠ,Orleans,中,2-4,C3,8.1,4,90,3.11,https://boardgamegeek.com/boardgame/164928/orleans ,烏嘎嘎,,2480,250,策略,,,,紅色,v,,,超燒腦,
馬可波羅遊記,ㄇ,THE VOYAGES OF MARCO POLO,英,2-4,C3,8,4,40-100,3.19,https://boardgamegeek.com/boardgame/171623/voyages-marco-polo ,烏嘎嘎,,1650,200,策略,,,,紅色,v,,,超燒腦,
奧地利大飯店,ㄠ,Grand Austria Hotel,中,2-4,C3,7.8,2,60-120,3.22,https://boardgamegeek.com/boardgame/182874/grand-austria-hotel ,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
輝煌的羅倫佐,ㄏ,LORENZO IL MAGNIFICO,中,2-4,C3,7.8,4,60-120,3.23,https://boardgamegeek.com/boardgame/203993/lorenzo-il-magnifico ,烏嘎嘎,,1890,200,策略,,,,紅色,v,,,超燒腦,
奧爾良：貿易與陰謀,ㄠ,ORLEANS TRADE & INTRIGUE EXPANSION,中,2-4,C3,8.5,4,90,3.33,https://boardgamegeek.com/boardgame/204814/orleans-trade-intrigue ,烏嘎嘎,,990,100,策略,,,,紅色,v,,,超燒腦,
橫濱紳商傳,ㄏ,Yokohama,中,2-4,C3,8,3,90,3.34,https://boardgamegeek.com/boardgame/196340/yokohama,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
馬可波羅 II — 可汗的託付,ㄇ,Marco Polo II: In the Service of the Khan,中,2-4,C3,8.1,3,60-120,3.37,https://boardgamegeek.com/boardgame/283948/marco-polo-ii-service-khan,烏嘎嘎,,1890,200,策略,,,,紅色,v,,,超燒腦,
跳跳猴大作戰,ㄊ,Tumblin' Monkeys,英,2-4,C5,5.4,3-4,15,1,https://boardgamegeek.com/boardgame/12826/tumblin-monkeys,烏嘎嘎,,,,兒童,體感,,,綠色,,,,輕鬆,
狗狗撿球大賽,ㄍ,Go Fetch!,中,2-4,C5,5.7,N/A,5,1,https://boardgamegeek.com/boardgame/158052/go-fetch,烏嘎嘎,,,,兒童,體感,,,綠色,,,,輕鬆,
晃晃詭宅,ㄏ,Panic Mansion,中,2-4,C5,6.1,2-4,10-20,1,https://boardgamegeek.com/boardgame/232045/shaky-manor,烏嘎嘎,,990,100,兒童,體感,,,綠色,v,,,輕鬆,
香蕉猴王,ㄒ,Top Banana,中,2-4,C5,6.2,4,30,1.5,https://boardgamegeek.com/boardgame/2011/top-banana,烏嘎嘎,,790,100,兒童,算數,,,綠色,v,,,輕鬆,
狐狸脫褲走,ㄏ,Catch the Fox,中,2-4,C5,8.3,N/A,N/A,N/A,https://boardgamegeek.com/boardgame/240135/catch-fox,烏嘎嘎,,,,兒童,運氣,,,綠色,,,,輕鬆,
猴子轉轉樂,ㄏ,Tumblin' Monkeys Fruitnado,英,2-4,C5,N/A,N/A,N/A,N/A,N/A,烏嘎嘎,v,999,100,兒童,體感,,,綠色,v,,,輕鬆,
矮人王國：多事之秋 帝國擴,ㄞ,Dwar7s Fall Empire Expansion,英,2-4,D1,7.2,2-3,30-45,2,https://boardgamegeek.com/boardgame/213792/dwar7s-fall-empires-expansion,巴仔,,,,策略,,,,紅色,,,,超燒腦,
鼠疫危機,ㄕ,Rattus,英,2-4,D1,6.8,4,45,2.06,https://boardgamegeek.com/boardgame/42452/rattus,凱豐,,,,策略,,,,紅色,,,,超燒腦,
矮人王國：多事之秋,ㄞ,Dwar7s Fall,英,2-4,D1,6.6,3,20-60,2.19,https://boardgamegeek.com/boardgame/193483/dwar7s-fall,巴仔,,,,策略,,,,紅色,,,,超燒腦,
煤礦大亨紙牌版,ㄇ,COAL BARON,中,2-4,D1,7.3,N/A,50-80,2.75,https://boardgamegeek.com/boardgame/192945/coal-baron-great-card-game ,烏嘎嘎,,,,策略,,,,紅色,v,,,超燒腦,
文明帝國：新黎明,ㄒ,Civilization: A New Dawn,英,2-4,D1,7.3,4,60-120,3.09,https://boardgamegeek.com/boardgame/233247/civilization-new-dawn,巴仔,,,,策略,重策,地圖擴張,,紅色,,,,超燒腦,
文明帝國,ㄨ,Sid Meier's Civilization: The Board Game,中,2-4,D1,7.5,4,120-240,3.87,https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-board-game,巴仔,,,,策略,重策,地圖擴張,,紅色,,,,超燒腦,
文明帝國：智慧與戰爭,ㄨ,Sid Meier's Civilization: The Board Game – Wisdom and Warfare,英,2-4,D1,8.3,4,180,4.02,https://boardgamegeek.com/boardgameexpansion/142708/sid-meiers-civilization-board-game-wisdom-and-warf,巴仔,,,,策略,重策,地圖擴張,,紅色,,,,超燒腦,
歷史巨輪：新的領袖和奇蹟,ㄌ,Through the Ages: New Leaders and Wonders,中,2-4,D1,9,3,120,4.06,https://boardgamegeek.com/boardgame/280833/through-ages-new-leaders-and-wonders,巴仔,,,,策略,重策,,,紅色,,,,超燒腦,
歷史巨輪,ㄌ,Through the Ages,中,2-4,D1,8.4,3,120,4.42,https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,巴仔,,750,100,策略,重策,,,紅色,v,,,超燒腦,
神秘谷,ㄕ,Mystic Vale,英,2-4,D2,7.3,2,45,2.28,https://boardgamegeek.com/boardgame/194607/mystic-vale,烏嘎嘎,,,,策略,輕策,牌庫構築,,黃色,,,,超燒腦,
侍,ㄕ,Samurai,中,2-4,D2,7.4,3,30-60,2.5,https://boardgamegeek.com/boardgame/3/samurai,烏嘎嘎,,,,策略,輕策,區域控制,,黃色,,https://youtu.be/0BLHijENpME?si=5e4du7U2vvtqCInI,逸馬的桌遊小教室,超燒腦,
南極危機,ㄋ,Antarctica,英,2-4,D3,6.3,4,45-90,2.77,https://boardgamegeek.com/boardgame/182074/antarctica,烏嘎嘎,,,,策略,中策,,,紅色,,,,超燒腦,
影子陣,ㄧ,Shadow Blocks,英,2-4,D5,6.4,N/A,20-25,1,https://boardgamegeek.com/boardgame/262443/shadow-blocks,烏嘎嘎,,,,抽象,幾何,,,綠色,,,,動腦,
拉密：旅行版,ㄌ,Rummikub Travel ,中,2-4,D5,6.4,4,60,1.73,https://boardgamegeek.com/boardgame/811/rummikub,烏嘎嘎,,,,抽象,牌類,,,綠色,,https://youtu.be/qIo7k0OQFLY?si=N5Eo99NYuud50EYG,勃根地桌遊,動腦,
格格不入,ㄍ,Blokus,日,2-4,D5,6.9,4,20,1.79,https://boardgamegeek.com/boardgame/2453/blokus,烏嘎嘎,,,,抽象,棋類,,,綠色,,,,動腦,
拉密變臉版,ㄌ,Rummikub Twist,中,2-4,D5,7.2,N/A,N/A,2,https://boardgamegeek.com/boardgame/237792/rummikub-twist,烏嘎嘎,v,,,抽象,牌類,,,綠色,,https://youtu.be/ZGTYoGuUzvw?si=wCxki76jzSJbbltu,逸馬的桌遊小教室,動腦,
烏邦果立體版,ㄨ,Ubongo 3-D,英,2-4,D5,7.2,4,30,2.01,https://boardgamegeek.com/boardgame/46396/ubongo-3-d,烏嘎嘎,,,,抽象,幾何,拼圖,,綠色,,,,動腦,
跳跳棋,ㄊ,Skippity,中,2-4,D5,6.3,2,30,2,https://boardgamegeek.com/boardgame/85563/skippity,烏嘎嘎,,890,100,抽象,,,,綠色,v,https://youtu.be/2Qfsh9sccOQ?si=4JbCb-syF5_izNF1,勃根地桌遊,動腦,
大格鬥隨機UNO版 ,ㄉ,Blokus Shuffle UNO Edition,中,2-4,D5,6.6,N/A,30-45,N/A,https://boardgamegeek.com/boardgame/342097/blokus-shuffle-uno-edition,烏嘎嘎,v,,,抽象,,,,綠色,,,,動腦,
蘇丹尼亞,ㄙ,Sultaniya,英,2-4,E1,6.7,4,45,2,https://boardgamegeek.com/boardgame/145012/sultaniya,烏嘎嘎,,,,策略,輕策,,,黃色,,,,超燒腦,
山谷原人,ㄕ,Sapiens,英,2-4,E1,6.6,2-4,45,2.65,https://boardgamegeek.com/boardgame/169649/sapiens,烏嘎嘎,,,,策略,輕策,板塊拼放,,黃色,,,,超燒腦,
大西部之路：北方鐵路,ㄉ,Great Western Trail: Rails to the North,英,2-4,E1,8.5,3,75-150,3.8,https://boardgamegeek.com/boardgame/245744/great-western-trail-rails-north,烏嘎嘎,,,,策略,,,,紅色,,,,超燒腦,
糖果獵人,ㄊ,Candy Chaser,英,2-4,E2,5.9,N/A,10,1.25,https://boardgamegeek.com/boardgame/150605/candy-chaser,烏嘎嘎,,,,派對,,,,黃色,,,,動腦,
奇獸競技場,ㄑ,Monster Arena,中,2-4,E2,7.1,N/A,15,2,https://boardgamegeek.com/boardgame/283455/monster-arena,烏嘎嘎,,290,50,小品,,,,綠色,v,,,動腦,
托斯卡尼城堡,ㄆ,The Castles of Tuscany,英,2-4,E2,7.3,3,45-60,2.19,https://boardgamegeek.com/boardgame/300327/castles-tuscany,烏嘎嘎,,,,策略,輕策,板塊拼放,,黃色,,,,超燒腦,
活在當下,ㄏ,Carpe Diem,中,2-4,E2,7.6,3,45-75,2.52,https://boardgamegeek.com/boardgame/245934/carpe-diem,烏嘎嘎,,,,策略,中策,板塊拼放,,黃色,,,,超燒腦,
布魯日,ㄅ,Bruges,中,2-4,E2,7.5,3-4,60,2.75,https://boardgamegeek.com/boardgame/136888/bruges,烏嘎嘎,,,,策略,中策,手牌管理,,黃色,,https://youtu.be/e8Ea6uaNGkY?si=UGR_Gcbn7vYOpzIL,逸馬的桌遊小教室,超燒腦,
勃根地城堡,ㄅ,The Castles of Burgundy,中,2-4,E2,8.1,2,30-90,3.03,https://boardgamegeek.com/boardgame/84876/castles-burgundy,烏嘎嘎,,750,100,策略,中策,板塊拼放,,黃色,v,,,超燒腦,
梅林,ㄇ,Merlin,英,2-4,E2,7.2,3,75,3.13,https://boardgamegeek.com/boardgame/230933/merlin,烏嘎嘎,,,,策略,中策,,,紅色,,,,超燒腦,
梅林：亞瑟,ㄇ,Merlin: Arthur Expansion,英,2-4,E2,7.9,N/A,75,3.36,https://boardgamegeek.com/boardgame/261247/merlin-arthur-expansion,烏嘎嘎,,,,策略,中策,,,紅色,,,,超燒腦,
圖拉真廣場,ㄊ,Forum Trajanum,英,2-4,E2,7.3,3,60-120,3.49,https://boardgamegeek.com/boardgame/244049/forum-trajanum,烏嘎嘎,,,,策略,重策,,,紅色,,,,超燒腦,
圖拉真,ㄊ,Trajan,英,2-4,E2,7.8,4,60-120,3.68,https://boardgamegeek.com/boardgame/102680/trajan,烏嘎嘎,,,,策略,重策,,,紅色,,https://youtu.be/e63u_GOvJFg?si=nBi4-PtuiFxYCyLS,逸馬的桌遊小教室,超燒腦,
波拉波拉島,ㄅ,Bora Bora,英,2-4,E2,7.6,4,60-120,3.74,https://boardgamegeek.com/boardgame/127060/bora-bora,烏嘎嘎,,,,策略,重策,,,紅色,,,,超燒腦,
神來之筆,ㄕ,Final Touch,中,2-4,E3,6.2,2,15-30,1.17,https://boardgamegeek.com/boardgame/192701/final-touch,烏嘎嘎,,,,小品,,,,綠色,,,,,
文獻室,ㄨ,Biblios,中,2-4,E3,7.2,3,30,1.68,https://boardgamegeek.com/boardgame/34219/biblios,烏嘎嘎,,,,策略,輕策,,,綠色,,https://youtu.be/DMaqpVPwUvk?si=1eMNKnX6U6NsZISV,逸馬的桌遊小教室,,
完美時刻,ㄨ,The Picture Perfect,中,2-4,E3,7.1,4,50-90,1.84,https://boardgamegeek.com/boardgame/299963/picture-perfect,烏嘎嘎,,1090,150,小品,,,,綠色,v,,,,
龍城對壘,ㄌ,Dragon Castle,中,2-4,E3,7.2,2,30-45,1.97,https://boardgamegeek.com/boardgame/232219/dragon-castle,烏嘎嘎,,1650,200,策略,輕策,,,綠色,v,,,,
迷霧島：金幣與榮耀,ㄇ,Ocracoke: Gold and Glory,中,2-4,E3,6.6,N/A,15-30,2,https://boardgamegeek.com/boardgame/182877/ocracoke-gold-and-glory,烏嘎嘎,,,,小品,,,,綠色,,,,,
神奈川學院,ㄕ,Kanagawa,中,2-4,E3,7.2,4,45,2.04,https://boardgamegeek.com/boardgame/200147/kanagawa,烏嘎嘎,,,,策略,,,,綠色,,,,,
星雲谷,ㄒ,Via Nebula,英,2-4,E3,7.2,3-4,45-60,2.23,https://boardgamegeek.com/boardgame/191231/nebula ,烏嘎嘎,,,,策略,,,,黃色,,,,,
兔子王國,ㄊ,Bunny Kingdom,中,2-4,E3,7.5,4,40-60,2.27,https://boardgamegeek.com/boardgame/184921/bunny-kingdom,烏嘎嘎,,1700,200,策略,,,,黃色,v,,,,
髒小豬擴充-小豬選美,ㄗ,Drecksau: Sauschön,中,2-4,E4,5.7,3-4,15,1,https://boardgamegeek.com/boardgame/191685/drecksau-sauschon,烏嘎嘎,,,,小品,,,,綠色,,,,,
鈕鈕相扣,ㄋ,Flix Mix,中,2-4,E4,6.3,3-4,20,1.12,https://boardgamegeek.com/boardgame/14039/flix-mix,烏嘎嘎,,490,50,小品,,,,綠色,v,,,,
瘋狂地下城,ㄈ,Dungeon Mayhem,中,2-4,E4,7,4,10,1.12,https://boardgamegeek.com/boardgame/260300/dungeon-mayhem,烏嘎嘎,,,,小品,,,,綠色,,https://youtu.be/JYc71FSnm8I?si=4UZXgK0wPg7XLCZU,勃根地桌遊,,
三千世界鴉殺盡,ㄙ,Crows Overkill,中,2-4,E4,6.5,4,15,1.17,https://boardgamegeek.com/boardgame/175023/crows-overkill,烏嘎嘎,,550,100,小品,,,,綠色,v,https://youtu.be/Za8Jp4i1EOs?si=hamaklXPOnymtqza,勃根地桌遊,,
情書,ㄑ,Love Letter,中,2-4,E4,7.3,4,20,1.2,https://boardgamegeek.com/boardgame/129622/love-letter,烏嘎嘎,,450,50,小品,,,,綠色,v,https://youtu.be/It6Kt1T0dD4?si=TKc-QzIsSEJfYWd5,勃根地桌遊,,
情書六人版,ㄑ,Love Letter,中,2-4,E4,7.3,4,20,1.2,https://boardgamegeek.com/boardgame/129622/love-letter,烏嘎嘎,v,450,50,小品,,,,綠色,,,,,
歡迎來到地下城,ㄏ,Welcome to the Dungeon,中,2-4,E4,6.7,3,30,1.21,https://boardgamegeek.com/boardgame/150312/welcome-dungeon,烏嘎嘎,,,,小品,,,,綠色,,https://youtu.be/WTd1DbWW68c?si=Q8rtplxdX0tCMJMa,勃根地桌遊,,
歡迎回到地下城,ㄏ,Welcome Back to the Dungeon,英,2-4,E4,7,3-4,30,1.24,https://boardgamegeek.com/boardgame/195043/welcome-back-dungeon,烏嘎嘎,,590,100,小品,,,,綠色,v,,,,
亡者神抽,ㄨ,Dead Man's Draw,中,2-4,E4,6.9,N/A,10-15,1.33,https://boardgamegeek.com/boardgame/149155/dead-mans-draw,烏嘎嘎,,590,100,小品,,,,綠色,v,https://youtu.be/kVElVpJlQEs?si=ftnJnf_vW_MkWx16,勃根地桌遊,,
動物反抗軍,ㄉ,ARGH,中,2-4,E4,7.1,4,5-15,1.33,https://boardgamegeek.com/boardgame/214204/argh,烏嘎嘎,,,,小品,,,,綠色,,,,,
瘋魔口袋,ㄈ,Pocket Madness,中,2-4,E4,6,3,30,1.36,https://boardgamegeek.com/boardgame/201920/pocket-madness,烏嘎嘎,,,,小品,,,,綠色,,https://youtu.be/EFBZYNLMeCg?si=IZMPm71dn4oT3T1K,勃根地桌遊,,
七不思議,ㄑ,Seven7s,中,2-4,E4,6.4,N/A,20-30,1.4,https://boardgamegeek.com/boardgame/172662/seven7s,烏嘎嘎,,450,50,小品,,,,綠色,v,https://youtu.be/buIMvVeZ91M?si=QDVMHyXQVHHCWweL,勃根地桌遊,,
摺摺稱奇, ㄓ,Origami,中,2-4,E4,6.7,3-4,15-30,1.67,https://boardgamegeek.com/boardgame/234469/origami,烏嘎嘎,,490,50,小品,,,,綠色,v,,,,
城邦開拓,ㄔ,Emporion,中,2-4,E4,7,4,30-45,2,https://boardgamegeek.com/boardgame/187587/emporion,烏嘎嘎,,,,策略,,,,綠色,,,,,
聖光之城,ㄕ,Capital Lux,中,2-4,E4,7.1,3,30,2.04,https://boardgamegeek.com/boardgame/205046/capital-lux,烏嘎嘎,,,,策略,,,,綠色,,,,,
