編號,中文名稱,英文名稱,BGG連結,BGG圖片編號,定價,狀態,買二送一,買一送一,買一送二,套組內容
239,盜賊市集,Thief's Market,https://boardgamegeek.com/boardgame/182351/thiefs-market,182351,760,,,,v,
184,陰謀大亂鬥,Ruse and Bruise,https://boardgamegeek.com/boardgame/24509/gambit-royale,24509,750,,,v,,
238,唉唷天呀！,Great Scott!,https://boardgamegeek.com/boardgame/177099/great-scott,177099,750,,,,v,
240,速塗快遞,Doodle Rush,https://boardgamegeek.com/boardgame/232090/doodle-rush,232090,750,,,v,,
267,今晚要吃誰！,Who Should We Eat?,https://boardgamegeek.com/boardgame/230275/who-should-we-eat,230275,750,,,v,,
273,言下之意,Crosstalk,https://boardgamegeek.com/boardgame/215371/crosstalk,215371,750,,,v,,
293,龍龍公園,Draftosaurus,https://boardgamegeek.com/boardgame/264055/draftosaurus,264055,750,,,v,,
299,獨家專輯,Disc Cover,https://boardgamegeek.com/boardgame/366067/disc-cover,366067,750,,,,v,
382,迷你地下城,One Deck Dungeon,https://boardgamegeek.com/boardgame/179275/one-deck-dungeon,,750,,,v,,
385,格陵蘭,Graenaland,https://boardgamegeek.com/boardgame/24843/graenaland,,700,,,,v,
36,鬥魚俱樂部,Fish Club,https://boardgamegeek.com/boardgame/300008/fish-club,300008,690,,,,v,
72,打光94狂,Speed Beating,https://boardgamegeek.com/boardgame/281395/speed-beating,281395,690,,,,v,
79,敦煌商豪,Merchants of Dunhuang,https://boardgamegeek.com/boardgame/283924/merchants-dunhuang,283924,690,,,v,,
84,古物有限公司,"Artifacts, Inc.",https://boardgamegeek.com/boardgame/168609/artifacts-inc,168609,690,,,v,,
91,狼與獵犬,Wolf & Hound,https://boardgamegeek.com/boardgame/181670/wolf-hound,181670,690,,,v,,
99,愛因斯坦,Einstein: His Amazing Life and Incomparable Science,https://boardgamegeek.com/boardgame/205185/einstein-his-amazing-life-and-incomparable-science,205185,690,,,v,,
125,雲海,Sea of Clouds,https://boardgamegeek.com/boardgame/189052/sea-clouds,189052,690,,,v,,
133,台灣,Taiwan Formosa,https://boardgamegeek.com/boardgame/257722/taiwan-formosa,257722,1400,,,v,,
139,八分鐘帝國,Eight minute  empure,https://boardgamegeek.com/boardgame/131366/eight-minute-empire,131366,690,,,,v,
144,抖抖山大冒險,Mystic Mountains Adventure,N/A,,690,,,,v,
178,泳池派對,Pool Party,https://boardgamegeek.com/boardgame/241490/pool-party,241490,690,,,,v,
180,福爾摩斯鷹眼,Sherlook,https://boardgamegeek.com/boardgame/217619/sherlook,217619,690,,,,v,
182,賭命大賽,World Championship Russian Roulett,https://boardgamegeek.com/boardgame/179245/world-championship-russian-roulette,179245,690,,,v,,
191,荒島動物學,Galapa Go,https://boardgamegeek.com/boardgame/94346/galapa-go,94346,690,,,,v,
192,最後衝刺,Photofinish: The Final Rush,https://boardgamegeek.com/boardgame/230246/photofinish-final-rush,230246,690,,,v,,
228,勇者不過是個ATM,Brave is ATM,N/A,,690,,,v,,
231,查理檢查哨,Checkpoint Charlie,https://boardgamegeek.com/boardgame/205079/checkpoint-charlie,205079,690,,,v,,
244,瘋狂速食怪,Fast Food Fear!,https://boardgamegeek.com/boardgame/223538/fast-food-fear,223538,690,,,,v,
268,遵命！黑魔王,"Aye, Dark Overlord!",https://boardgamegeek.com/boardgame/18723/aye-dark-overlord-red-box,18723,690,,,,v,
306,彈指網球,Set & Match,https://boardgamegeek.com/boardgame/270847/set-match,270847,690,,,v,,
309,左右難題,Left Right Dilemma,https://boardgamegeek.com/boardgame/370235/left-right-dilemma,370235,690,,,,v,
345,矮人礦坑：礦洞逃生,Saboteur:The dark cave,https://boardgamegeek.com/boardgame/365702/saboteur-dark-cave,365702,690,,v,,,
359,我的好朋友,My good friend,N/A,,690,,v,,,
375,粉墨登場,Onstage,https://boardgamegeek.com/boardgame/417224/onstage,417224,690,,v,,,
384,迷你文明,CIV: Carta Impera Victoria,https://boardgamegeek.com/boardgame/240465/civ-carta-impera-victoria,,690,,,,v,
81,黑幫老大,The Boss,https://boardgamegeek.com/boardgame/85005/boss,85005,680,,,,v,
276,手造奇觀：波蘭版,Hand Made Wonders,https://boardgamegeek.com/boardgame/158343/hand-made-wonders,158343,680,,,,v,
282,喵喵咪呀,MeowMeow Mia,https://boardgamegeek.com/boardgame/262447/meowmeow-mia,262447,680,,,v,,
3,夢中迷情,Onirim,https://boardgamegeek.com/boardgame/71836/onirim,71836,650,,,,v,
11,香草花園,Herbaceous,https://boardgamegeek.com/boardgame/195314/herbaceous,195314,650,,,,v,
68,五年五百億大亂鬥,Fight for 50- Billion,https://boardgamegeek.com/boardgame/267027/fight-50-billion,267027,650,,,,v,
250,大想頭,The Big Idea,https://boardgamegeek.com/boardgame/696/big-idea,696,650,,,,v,
101,阿瑪多拉,Armadöra,https://boardgamegeek.com/boardgame/8229/armadora,8229,640,,,v,,
80,狡兔三窟,Rabbit Hunt,https://boardgamegeek.com/boardgame/40602/rabbit-hunt,40602,600,,,v,,
164,晦暗世界：童話版,Fairytale Gloom,https://boardgamegeek.com/boardgame/172062/fairytale-gloom,172062,600,,,,v,
216,豪賭風雲,Gambler × Gamble!,https://boardgamegeek.com/boardgame/197071/gambler-gamble,197071,600,,,,v,
371,靈光乍現,Genius Idea,https://boardgamegeek.com/boardgame/441097/genius-idea,441097,600,,v,,,
86,智行棋,SHIBUYA,https://boardgamegeek.com/boardgame/255165/shibuya,255165,590,,,v,,
143,木林幻境,Legendary Forest,https://boardgamegeek.com/boardgame/225214/legendary-forests,225214,590,,,v,,
173,精靈的惡作劇,Fairy Prank,https://boardgamegeek.com/boardgame/326582/fairy-prank,326582,590,,,v,,
226,巴撒利市集,Basari,https://boardgamegeek.com/boardgame/152567/basari-das-kartenspiel,152567,590,,,v,,
227,動物瘋,Animania,https://boardgamegeek.com/boardgame/224123/animania,224123,590,,,,v,
245,舞星,Mai-Star,https://boardgamegeek.com/boardgame/75789/mai-star,75789,590,,,v,,
252,香蕉共和國,Junta: Las Cartas,https://boardgamegeek.com/boardgame/192777/junta-las-cartas,192777,590,,,,v,
253,一知半解古董市,Zooscape,https://boardgamegeek.com/boardgame/187515/zooscape/images,187515,590,,,,v,
269,鼻畫大師,Pencil Nose,https://boardgamegeek.com/boardgame/268839/pencil-nose,268839,590,,,v,,
287,神探諾斯,Inspector Nose,https://boardgamegeek.com/boardgame/330602/inspektor-nase,330602,590,,,v,,
296,家族事業,Family Business,https://boardgamegeek.com/boardgame/170/family-business,170,590,,,v,,
317,心流密碼,Cross Clues,https://boardgamegeek.com/boardgame/300753/cross-clues,300753,590,,,v,,
322,繞著地球跑,Map It! World Edition,https://boardgamegeek.com/boardgame/91425/map-it-world-edition,91425,590,,,v,,
350,屁者先知,Pizhe Xiamzhi,https://boardgamegeek.com/boardgame/426536/pi-zhe-xian-zhi-pizhe-xianzhi,426536,590,,,v,,
64,瘋魔口袋,Pocket Madness,https://boardgamegeek.com/boardgame/201920/pocket-madness,201920,580,,,,v,
278,追捕艾德勒,Get Adler! Deduction Card Game,https://boardgamegeek.com/boardgame/190577/get-adler-deduction-card-game,190577,580,,,,v,
342,合租時代,Room Share,https://boardgamegeek.com/boardgame/375406/room-share,375406,580,,,,v,
135,羽,AVES,https://boardgamegeek.com/boardgame/224122/aves,224122,560,,,,v,
234,果盜檸檸七,Fruit Spy 007,https://boardgamegeek.com/boardgame/16144/fruit-spy,16144,560,,,v,,
41,哞！豪華版,Mow,https://boardgamegeek.com/boardgame/38984/mow,38984,550,,,,v,
63,動物反抗軍,ARGH,https://boardgamegeek.com/boardgame/214204/argh,214204,550,,,,v,
66,聖光之城,Capital Lux,https://boardgamegeek.com/boardgame/205046/capital-lux,205046,550,,,,v,
67,神殿之謎,Mystery of the Temples,https://boardgamegeek.com/boardgame/234691/mystery-temples,234691,550,,,v,,
83,神奈川學苑,Kanagawa,https://boardgamegeek.com/boardgame/200147/kanagawa,200147,990,,,v,,
137,漫步普羅旺斯,Walking in Provence,https://boardgamegeek.com/boardgame/286145/walking-provence,286145,550,,,v,,
224,出租英雄,Rent a Hero,https://boardgamegeek.com/boardgame/135116/rent-hero,135116,550,,,,v,
237,迷你鐵道王,Mini Rails,https://boardgamegeek.com/boardgame/225818/mini-rails,225818,550,,,v,,
246,全力衝廁,Moreru,https://boardgamegeek.com/boardgame/262444/moreru,262444,550,,,v,,
281,天堂，我要進來了！,"Heaven, Here I Come!",https://boardgamegeek.com/boardgame/345966/heaven-here-i-come,345966,550,,,v,,
339,就這樣我成為了聖劍王,In this way I become an Excalibur King,N/A,,550,,v,,,
353,海鹽摺紙,Sea Salt & Paper,https://boardgamegeek.com/boardgame/367220/sea-salt-and-paper,367220,550,,v,,,
360,決戰詭牌鎮,Trickdraw,https://boardgamegeek.com/boardgame/365594/trickdraw,365594,550,,v,,,
363,一線勝機,Line-it,https://boardgamegeek.com/boardgame/382960/line-it,382960,550,,v,,,
374,樸宿桌迷藏,Tableside Wander,N/A,,550,,,v,,
376,星靈王座,,N/A,,550,,,v,,
2,塔羅說書人,Tarot Storia,https://boardgamegeek.com/boardgame/186767/shahrazad,186767,500,,,,v,
39,封神,N/A,N/A,,500,,,,v,
43,Duel of Ages Set 1: Worldspanner,Duel of Ages Set 1: Worldspanner,https://boardgamegeek.com/boardgame/6050/duel-ages-set-1-worldspanner,6050,500,,,,v,
44,Duel of Ages Set 2: Intensity,Duel of Ages Set 2: Intensity,https://boardgamegeek.com/boardgameexpansion/6139/duel-ages-set-2-intensity,6139,500,,,,v,
45,DUEL OF AGES Master Addendum,DUEL OF AGES Master Addendum,https://boardgamegeek.com/boardgame/9365/duel-ages-masters-addendum,9365,500,,,,v,
61,糖果獵人,Candy Chaser,https://boardgamegeek.com/boardgame/150605/candy-chaser,150605,500,,,,v,
108,大蒜與十字架,N/A,N/A,,500,,,,v,
116,Palazzo,Palazzo,https://boardgamegeek.com/boardgame/15318/palazzo,15318,500,,,,v,
121,LA STANZA,LA STANZA,https://boardgamegeek.com/boardgame/243993/la-stanza,243993,1800,,,,v,
176,雙面間諜,Spywhere,https://boardgamegeek.com/boardgame/206616/spywhere,206616,500,,,,v,
194,蜥蓋,The Battle of Lizard,https://boardgamegeek.com/boardgame/269731/battle-lizard,269731,250,,,,v,
212,黑骷髏島,Black Skull Island,https://boardgamegeek.com/boardgame/253861/black-skull-island,253861,500,,,v,,
248,Dragon draft,Dragon draft,N/A,,500,,,,v,
271,空想世界,Fantasy World,N/A,,500,,,v,,
23,薄荷工廠,Mint Works,https://boardgamegeek.com/boardgame/200077/mint-works,200077,490,,,,v,
31,薄荷速遞,Mint Delivery,https://boardgamegeek.com/boardgame/230251/mint-delivery,230251,490,,,,v,
70,英雄總是最後一個到,Top Hero,N/A,,490,,,,v,
82,深淵密謀,Conspiracy,https://boardgamegeek.com/boardgame/276042/conspiracy-abyss-universe,276042,490,,,v,,
88,蓮花,Lotus,https://boardgamegeek.com/boardgame/198525/lotus,198525,490,,,,v,
109,幻化魔石,ROX,https://boardgamegeek.com/boardgame/194079/rox,194079,490,,,v,,
110,注意，施工中！,"Caution, Under Construction!",https://boardgamegeek.com/boardgame/232311/caution-under-construction,232311,490,,,v,,
111,金魚撈撈,Fish Scooping,N/A,,490,,,,v,
138,方舟,Noah,https://boardgamegeek.com/boardgame/116858/noah,116858,490,,,v,,
152,病毒,Viral,https://boardgamegeek.com/boardgame/194690/viral,194690,1500,,,,v,
156,黏黏變色龍,Sticky Chameleons,https://boardgamegeek.com/boardgame/220778/sticky-chameleons,220778,490,,,,v,
157,拉長島,Langland Rommé,https://boardgamegeek.com/boardgame/293050/langland-romme,293050,490,,,v,,
159,尋尋蜜蜜,BeeSmart,https://boardgamegeek.com/boardgame/245696/beesmart,245696,490,,,v,,
165,寺廟巧匠,Mottainai,https://boardgamegeek.com/boardgame/175199/mottainai,175199,490,,,,v,
177,黑喵傑克,Black Jacky,https://boardgamegeek.com/boardgame/245090/black-jacky,245090,490,,,v,,
181,卡魯巴紙牌版,Karuba: The Card Game,https://boardgamegeek.com/boardgame/235465/karuba-card-game,235465,490,,,v,,
190,冰淇淋快手,Ice Cream Combo,https://boardgamegeek.com/boardgame/160470/ice-cream-combo,160470,490,,,v,,
198,呼拉大師,Hula-Hoo!,https://boardgamegeek.com/boardgame/328859/hula-hoo,328859,490,,,v,,
204,水啦！,Yesss!,https://boardgamegeek.com/boardgame/198775/yesss,198775,490,,,v,,
205,未命名農場生物,Unnamed Farm Organisms,https://boardgamegeek.com/boardgame/252404/unnamed-farm-organisms,252404,490,,,v,,
236,上流社會,High Society,https://boardgamegeek.com/boardgame/220/high-society,220,490,,,,v,
254,泥巴大戰,Matschig,https://boardgamegeek.com/boardgame/1087/matschig,1087,490,,,,v,
258,毒來毒往,Little drop of poison,https://boardgamegeek.com/boardgame/182487/little-drop-poison,182487,490,,,v,,
260,截碼戰：光碟播放器擴充,Decrypto: Expansion #01 – Laserdrive,https://boardgamegeek.com/boardgame/273938/decrypto-expansion-01-laserdrive,273938,490,,,,v,
277,驚魂巴哈馬,Bahamas,https://boardgamegeek.com/boardgame/269917/bahamas,269917,490,,,v,,
286,天天都是情人節,VALENTINE'S DAY/Rose Ceremony,https://boardgamegeek.com/boardgame/300090/rose-ceremony,300090,490,,,,v,
290,繪聲繪影,What's That Sound?,https://boardgamegeek.com/boardgame/341136/whats-sound,341136,490,,,v,,
295,呼拉大師,Hula-Hoo!,https://boardgamegeek.com/boardgame/328859/hula-hoo,328859,490,,,v,,
319,山貓奇襲,Linko!,https://boardgamegeek.com/boardgame/153065/linko,153065,490,,,v,,
378,阿拉伯物語-瓦拉多冒險記,Adventure of Warado,https://boardgamegeek.com/boardgame/212756/adventure-of-warado,212756,490,,v,,,
62,瘋狂地下城,Dungeon Mayhem,https://boardgamegeek.com/boardgame/260300/dungeon-mayhem,260300,450,,v,,,
65,七不思議,Seven7s,https://boardgamegeek.com/boardgame/172662/seven7s,172662,450,,,,v,
134,皂單全收,Don't Drop the Soap,https://boardgamegeek.com/boardgame/236360/dont-drop-the-soap,236360,450,,,v,,
241,宇宙怪獸,Mochiju,https://boardgamegeek.com/boardgame/226207/mochiju,226207,450,,,,v,
338,利曼24小時耐力賽,Endurance: The Game – 24h Le Mans,https://boardgamegeek.com/boardgame/345087/endurance-game-24h-le-mans,345087,450,,v,,,
356,跑馬圈地,Circle the Wagons,https://boardgamegeek.com/boardgame/213266/circle-the-wagons,213266,450,,v,,,
369,擇日而獵,Prey Another Day,https://boardgamegeek.com/boardgame/234260/prey-another-day/ratings?rated=1&comment=1,234260,450,,v,,,
373,喵10,Meow 10,https://boardgamegeek.com/boardgame/448154/meow-10,448154,450,,v,,,
398,鏈趣猜猜樂,Linkto Food,https://boardgamegeek.com/boardgame/267359/linkto-food/ratings?rated=1&comment=1,,450,,,,v,
361,影子家族：揭密時刻,Shadow House: The Code,https://boardgamegeek.com/boardgame/406974/shadow-house-the-code,406974,420,,,v,,
196,色彩麻吉,Match Me,https://boardgamegeek.com/boardgame/240100/match-me-what-color,240100,400,,,v,,
69,貪心農夫,Greedy Farmers,N/A,,390,,,v,,
174,三賤髂,Nox,https://boardgamegeek.com/boardgame/123370/nox,123370,390,,,v,,
195,採珠人,The Pearl Fishers,https://boardgamegeek.com/boardgame/269069/pearls,269069,390,,,,v,
197,蟲蟲派對,Party Bugs,https://boardgamegeek.com/boardgame/245700/party-bugs,245700,390,,,,v,
214,本草,Herbalism,https://boardgamegeek.com/boardgame/231554/herbalism,231554,390,,,v,,
222,國王的早餐,King Lui,https://boardgamegeek.com/boardgame/6263/kings-breakfast,6263,390,,,v,,
223,耶利哥,Jericho,https://boardgamegeek.com/boardgame/21709/jericho,21709,390,,,v,,
225,狩獵季,Hunting Fever,https://boardgamegeek.com/boardgame/109005/jagdfieber,109005,390,,,,v,
256,玄武門之變—八卦篇,Xuanwu Gate Incident 2,https://boardgamegeek.com/boardgame/210019/xuanwu-gate-incident,210019,390,,,,v,
367,皮納塔派對,Blind Business,https://boardgamegeek.com/boardgame/371973/blind-business,371973,390,,v,,,
37,奧林帕斯戰場,Battlefields of Olympus,https://boardgamegeek.com/boardgame/35306/battlefields-olympus,35306,350,,,,v,
235,火柴盒系列 禪宗大師,Zen Master,https://boardgamegeek.com/boardgame/83197/zen-master,83197,350,,,,v,
255,編年史,Chronicle,https://boardgamegeek.com/boardgame/54307/chronicle,54307,350,,,,v,
297,寄情花語,Tussie Mussie,https://boardgamegeek.com/boardgame/257614/tussie-mussie,257614,350,,,,v,
399,幫手藝術家,Helping Hand Artist,N/A,,350,,,,,
377,聰明玩家,SMART,N/A,,330,,v,,,
162,獴鷲派對,Hol's der Geier,https://boardgamegeek.com/boardgame/175/what-heck,175,290,,,,v,
163,貪吃鬼,Gier,https://boardgamegeek.com/boardgame/232420/gier,232420,290,,,,v,
215,大商人,Master Merchant,https://boardgamegeek.com/boardgame/107638/master-merchant,107638,290,,,,v,
280,諜戰特工,Crossfire,https://boardgamegeek.com/boardgame/230059/crossfire,230059,290,,,,v,
193,捉迷藏起司,Got you,https://boardgamegeek.com/boardgame/283430/got-you,283430,250,,,,v,
